file_path,transcript,mfcc_features
data\TNI\TNI\wav\arctic_a0332.wav,Unconsciously our yells and exclamations yielded to this rhythm,"[[-7.2763654e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.2763654e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.2763654e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-6.0676172e+02  1.1700281e+02  5.1007523e+01 ... -2.9319854e+00
  -1.0770817e+00 -5.6380577e+00]
 [-6.0210840e+02  1.1694722e+02  4.5142044e+01 ... -8.1854486e+00
   1.6867669e-01  3.2307019e+00]
 [-5.2740021e+02  9.1444427e+01  2.2091522e+01 ...  5.4515305e+00
   6.3924732e+00  1.2219328e+00]]"
data\TNI\TNI\wav\arctic_a0333.wav,This is no place for you,"[[-769.0426       0.           0.        ...    0.           0.
     0.       ]
 [-769.0426       0.           0.        ...    0.           0.
     0.       ]
 [-769.0426       0.           0.        ...    0.           0.
     0.       ]
 ...
 [-616.81244    130.6886      50.62956   ...   -3.2935953    1.2295638
     3.326377 ]
 [-622.8599     125.88158     48.40542   ...    3.3931427    7.222435
     4.301744 ]
 [-654.39655    104.642914    38.3953    ...    2.071835     3.729473
     8.70039  ]]"
data\TNI\TNI\wav\arctic_a0334.wav,He'll knock you off a few sticks in no time,"[[-5.90880859e+02  1.21714264e+02  4.45044441e+01 ...  3.37714863e+00
   3.53031158e+00  7.58542538e-01]
 [-6.02295349e+02  1.28345535e+02  6.40537415e+01 ...  3.57380509e-02
   2.27901959e+00  2.75443363e+00]
 [-6.18054199e+02  1.07365723e+02  5.27504044e+01 ...  7.25016880e+00
   5.32929039e+00  1.24397154e+01]
 ...
 [-5.86142395e+02  1.06914444e+02  3.21445084e+01 ...  8.37147617e+00
   3.61415529e+00  1.48146343e+00]
 [-6.02229248e+02  1.04907700e+02  3.68617172e+01 ...  7.23368454e+00
   2.74844766e+00 -2.58348942e+00]
 [-6.02437683e+02  1.04075226e+02  4.72586670e+01 ...  2.85689831e+00
   4.54196262e+00 -5.04546309e+00]]"
data\TNI\TNI\wav\arctic_a0335.wav,Red Eye swung back and forth on the branch farther down,"[[-5.55545471e+02  9.93822327e+01  3.02693424e+01 ...  1.20600138e+01
   5.32989311e+00 -6.02352238e+00]
 [-5.37282776e+02  8.81948471e+01  3.32682800e+01 ... -9.59636593e+00
  -2.88585281e+00 -4.16916609e-01]
 [-5.51180908e+02  7.83951263e+01  2.69290085e+01 ... -5.39980412e+00
  -8.59833145e+00 -9.68900490e+00]
 ...
 [-6.25403625e+02  1.13780952e+02  4.86977310e+01 ... -4.79968596e+00
  -9.25477600e+00 -2.30963755e+00]
 [-6.24443298e+02  1.22321808e+02  6.05835724e+01 ...  1.33870196e+00
   3.99167538e+00  4.53534842e+00]
 [-6.38662964e+02  1.06098625e+02  3.91224518e+01 ...  1.28916616e+01
   7.89670086e+00  9.83960152e+00]]"
data\TNI\TNI\wav\arctic_a0336.wav,So unexpected was my charge that I knocked him off his feet,"[[-4.8803531e+02  1.0968651e+02  1.0211960e+01 ...  6.4537615e-02
  -1.3526196e+00 -2.9425302e+00]
 [-5.7577863e+02  1.2271070e+02  3.5397491e+01 ...  1.6058556e+01
   3.9346609e+00  1.4040577e+01]
 [-5.9313263e+02  1.1312131e+02  3.7889626e+01 ...  1.2491235e+01
   5.5918894e+00  5.9503269e+00]
 ...
 [-4.9841800e+02  1.3590393e+02 -2.6686983e+00 ...  6.9127283e+00
   5.7824326e-01 -6.2487631e+00]
 [-5.6484485e+02  8.6499748e+01  4.3523895e+01 ...  1.9924713e+01
   1.2218077e+01 -4.5713010e+00]
 [-5.2720593e+02  7.6456314e+01  1.3804225e+01 ...  1.9371750e+01
   1.6928551e+01  8.9389763e+00]]"
data\TNI\TNI\wav\arctic_a0337.wav,Encouraged by my conduct Big Face became a sudden ally,"[[-5.6763538e+02  8.7974915e+01  3.0592772e+01 ...  2.5534987e+00
  -7.2373581e+00  5.9936743e+00]
 [-5.4941705e+02  8.2273170e+01  2.8917965e+01 ...  6.4450665e+00
  -1.7589760e-01  7.6142316e+00]
 [-5.4886163e+02  7.2668839e+01  1.6196686e+01 ...  7.1063251e+00
  -2.9882231e+00  3.8587010e+00]
 ...
 [-7.0532776e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.0532776e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.0532776e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
data\TNI\TNI\wav\arctic_a0338.wav,The fighting had now become intermittent,"[[-577.4445     121.539604    22.838413  ...    2.956962    -5.8228407
    -8.671233 ]
 [-594.7857     137.88173     39.97929   ...   11.875356     8.967187
    -2.2689013]
 [-609.1518     125.6071      30.780386  ...    5.1555543    2.668778
    -3.1687448]
 ...
 [-607.182      134.42905     42.2129    ...   16.651386    15.886962
     8.03004  ]
 [-611.8791     127.21425     52.59146   ...    4.9650855   -5.6238203
     0.8575591]
 [-586.61914    112.77217     37.630074  ...   -4.6469746    1.804049
     7.7471714]]"
data\TNI\TNI\wav\arctic_a0339.wav,They obeyed him and went here and there at his commands,"[[-6.24394226e+02  1.02160927e+02  4.93560410e+01 ...  5.60664797e+00
   3.40849400e+00 -2.32064652e+00]
 [-5.98143799e+02  1.16793045e+02  4.55313034e+01 ...  4.66242886e+00
   1.15512562e+01  1.09044094e+01]
 [-6.12632629e+02  1.09377029e+02  5.18408737e+01 ...  7.55812836e+00
   4.18075657e+00  5.68337393e+00]
 ...
 [-6.00314514e+02  1.15757538e+02  5.12330856e+01 ...  2.60753632e+00
  -5.12608099e+00  3.92487079e-01]
 [-6.04896545e+02  1.13456329e+02  4.42048454e+01 ...  4.24656391e+00
   8.87930393e-01 -3.92998815e+00]
 [-6.33746399e+02  9.14166565e+01  4.46040497e+01 ... -1.41313248e+01
  -7.65924263e+00  5.94357538e+00]]"
data\TNI\TNI\wav\arctic_a0340.wav,It was like the beating of hoofs,"[[-501.8338      103.3774        6.7833924  ...    1.3010652
     7.9391575     2.619836  ]
 [-571.17035      98.559494     24.178364   ...    5.7744136
     0.63265526   23.760849  ]
 [-568.9553       93.40161      29.284779   ...   12.9144535
    -9.655109     21.85989   ]
 ...
 [-497.59937      34.433674     46.44616    ...   -0.9735143
     1.2617046    -0.8333088 ]
 [-491.77078      40.084934     51.96394    ...   -3.3436213
   -13.367644     -2.7690506 ]
 [-522.1109       45.52852      44.524208   ...   10.507225
     4.5989275     7.7866087 ]]"
data\TNI\TNI\wav\arctic_a0341.wav,Why doggone you all shake again,"[[-5.30071350e+02  1.06502876e+02  1.18908653e+01 ...  2.85158753e+00
   4.45341444e+00 -1.51581573e+00]
 [-6.06617004e+02  1.10619377e+02  4.68861198e+01 ...  1.84388542e+01
   1.65951729e+01  1.24664288e+01]
 [-6.07378540e+02  1.21808174e+02  5.93943443e+01 ...  3.22519016e+00
   2.26289678e+00  1.14432192e+00]
 ...
 [-6.00121765e+02  1.26233551e+02  6.17735786e+01 ...  6.35559559e+00
   1.48338976e+01  5.56015110e+00]
 [-6.17901306e+02  1.02168694e+02  4.32208214e+01 ... -4.83921647e-01
   3.46012235e+00 -1.25889492e+00]
 [-6.32266724e+02  9.40360870e+01  4.66943207e+01 ...  6.48486567e+00
   9.16474915e+00  2.58157015e+00]]"
data\TNI\TNI\wav\arctic_a0342.wav,Seventeen no eighteen days ago,"[[-5.5759485e+02  9.0814789e+01  1.9853512e+01 ...  9.9905453e+00
  -4.9026146e+00  3.6753461e+00]
 [-5.9065002e+02  1.1263498e+02  4.1166870e+01 ...  1.1294643e+01
   8.2041082e+00  4.7568521e+00]
 [-6.1528693e+02  1.2586075e+02  5.1032848e+01 ... -5.8520155e+00
   3.9478147e+00  1.3590376e+01]
 ...
 [-5.9575458e+02  9.8402405e+01  4.1280663e+01 ...  2.4198446e+00
   8.7847843e+00  1.6969466e-01]
 [-5.9641907e+02  1.1258375e+02  5.6844524e+01 ...  7.3200359e+00
   1.3179178e+01  1.2143120e+01]
 [-5.9095441e+02  1.1289845e+02  5.8901367e+01 ...  3.8538294e+00
   8.6391773e+00 -3.7903712e+00]]"
data\TNI\TNI\wav\arctic_a0343.wav,You mean for this State General Alberta,"[[-608.05225     81.38923     47.263115  ...   10.675339     8.279418
     4.0846195]
 [-572.97925    111.64281     55.5453    ...    6.862936     5.2167063
     2.5400906]
 [-576.76196    108.08118     52.85476   ...    3.0233288   -3.1715987
    -6.82504  ]
 ...
 [-584.3748     110.0756      65.92503   ...   11.999233    10.636923
     8.561811 ]
 [-578.29346    102.893654    45.213615  ...   10.181186     3.7701657
     1.1476214]
 [-462.37204     94.30849     25.295982  ...    5.742097     2.0500886
    -1.247185 ]]"
data\TNI\TNI\wav\arctic_a0344.wav,He seemed to fill it with his tremendous vitality,"[[-4.9519177e+02  9.4771988e+01  2.3079914e+01 ...  1.8142376e+01
   1.4608551e+01  1.7499173e-01]
 [-4.8754752e+02  8.6044724e+01  2.3708313e+01 ...  1.9862900e+01
   1.8634653e+01 -5.5954609e+00]
 [-5.1414240e+02  7.8260849e+01  3.9120865e+01 ...  1.5882364e+01
   1.6471653e+01 -2.0611076e+01]
 ...
 [-6.7975238e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-6.7975238e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-6.7975238e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
data\TNI\TNI\wav\arctic_a0345.wav,She was trying to pass the apron string around him,"[[-582.49023    105.11968     25.375645  ...    9.319458    17.564219
     9.079649 ]
 [-599.6805     128.59769     52.26262   ...   14.150396     1.6489451
    -7.8910513]
 [-604.24493    123.97464     55.57248   ...    9.42108     17.284992
     8.791033 ]
 ...
 [-594.4979     134.93295     47.151543  ...   -0.6397531   -2.8185754
     3.842792 ]
 [-599.59924    131.32239     47.09135   ...   19.859509     9.818354
     5.865387 ]
 [-534.55945    105.413895    30.064861  ...    5.0734677    6.581322
     6.697896 ]]"
data\TNI\TNI\wav\arctic_a0346.wav,Get down and dig in,"[[-548.66705    103.97708     43.167103  ...    2.401319    12.853866
    -7.480507 ]
 [-569.8423      99.2637      52.36896   ...    4.194359    15.575074
   -10.573634 ]
 [-592.89606    115.111374    48.72524   ...   15.855371    14.914189
     7.4469533]
 ...
 [-590.89923    110.26628     37.654892  ...   13.455608    17.20821
     7.2752676]
 [-582.5657     123.82855     45.60305   ...    1.2604501    3.6399598
     4.115785 ]
 [-617.0453     101.78851     51.248333  ...   -4.724487     3.0429502
    12.386202 ]]"
data\TNI\TNI\wav\arctic_a0347.wav,They are greatly delighted with anything that is bright or giveth a sound,"[[-685.54224      0.           0.        ...    0.           0.
     0.       ]
 [-685.54224      0.           0.        ...    0.           0.
     0.       ]
 [-685.54224      0.           0.        ...    0.           0.
     0.       ]
 ...
 [-584.9477     102.31296     44.96952   ...    3.8557374    1.5743381
    -6.256551 ]
 [-574.66095    117.10626     55.583794  ...   -2.2415106   10.999344
    10.900316 ]
 [-555.34204    111.179565    39.11834   ...   -4.7062016    5.864402
     9.34525  ]]"
data\TNI\TNI\wav\arctic_a0348.wav,They only lifted seven hundred and fifty,"[[-5.73671143e+02  1.01625366e+02  2.91986446e+01 ... -4.31752205e-02
   3.01621461e+00  3.95056581e+00]
 [-5.25140686e+02  1.25320946e+02  2.33842735e+01 ...  5.00281477e+00
  -9.64658546e+00 -7.23237991e+00]
 [-5.26488281e+02  1.11307175e+02  4.49426727e+01 ...  5.51564121e+00
   1.46681747e+01  8.29461765e+00]
 ...
 [-6.03923157e+02  1.05993759e+02  5.09156036e+01 ...  8.88671494e+00
   3.16372490e+00  5.47730803e-01]
 [-5.85087402e+02  1.15708565e+02  5.21635895e+01 ...  2.86422992e+00
   9.24570751e+00  1.26665945e+01]
 [-4.40495758e+02  8.98655243e+01  1.84692802e+01 ...  2.10017234e-01
  -1.38762140e+00 -1.39974117e+00]]"
data\TNI\TNI\wav\arctic_a0349.wav,It was simple in its way and no virtue of his,"[[-548.51654     70.08499     -9.896048  ...   14.368107   -10.672653
    -0.7268642]
 [-510.178       75.888016     9.265089  ...   21.952763     3.5488422
   -14.207542 ]
 [-504.89114     83.309326     9.046339  ...   12.47262     -8.006761
   -13.125096 ]
 ...
 [-579.9961     115.551285    46.955994  ...    5.2139745    8.34923
    -1.0407183]
 [-587.56885    133.76938     40.029934  ...    5.857559     4.4222918
     1.1851264]
 [-557.4696      96.154045    28.232285  ...    4.035164     5.270862
     5.5113573]]"
data\TNI\TNI\wav\arctic_a0350.wav,Is that Pat Hanrahan's mug looking hungry and willing,"[[-5.19507141e+02  1.11068314e+02  1.35479984e+01 ...  1.83695924e+00
   4.61973953e+00  7.23606682e+00]
 [-5.71720154e+02  1.07538269e+02  4.72165298e+01 ...  1.18400879e+01
   1.25597496e+01  7.71818209e+00]
 [-5.89719788e+02  9.38561707e+01  4.86979218e+01 ...  1.93679752e+01
   1.13874903e+01  7.73347855e+00]
 ...
 [-5.78293884e+02  1.07583694e+02  5.77806244e+01 ... -3.64517069e+00
   3.41030645e+00  1.19214573e+01]
 [-5.97092896e+02  8.70766754e+01  4.67990379e+01 ... -1.45424485e+00
  -3.93588400e+00 -5.19714832e-01]
 [-6.07026855e+02  7.84557495e+01  4.76822815e+01 ...  7.83327627e+00
   7.26562786e+00  4.76692772e+00]]"
data\TNI\TNI\wav\arctic_a0351.wav,It was more like sugar,"[[-601.3104     115.91887     19.089884  ...   10.327389    -5.0565076
    -2.9013844]
 [-571.11993     98.66136     26.67263   ...   11.677317    28.606007
     2.3181837]
 [-567.08765    101.27325     34.99966   ...   -6.524009     5.494751
   -10.394266 ]
 ...
 [-548.5968      77.1212      61.6856    ...    8.920268    11.438759
     8.048206 ]
 [-541.21545     74.19562     63.11159   ...    9.8473835   13.6694145
     4.621974 ]
 [-477.77652     98.62204     32.16423   ...    2.7583785    5.489726
     1.5707836]]"
data\TNI\TNI\wav\arctic_a0352.wav,I'm sure going along with you all Elijah,"[[-564.7486      84.38494     31.075321  ...  -10.4020195    2.3150058
     9.729832 ]
 [-525.83417     88.60047     15.2968235 ...   -2.3204217   13.406828
    12.332939 ]
 [-528.0801      91.585915    14.208919  ...   -8.981785    10.308462
    -6.085577 ]
 ...
 [-584.04626    106.064606    44.126358  ...    1.5628818    5.1462283
     5.070587 ]
 [-593.0582     103.131454    54.94323   ...   -3.2967       1.2051845
    -2.183957 ]
 [-513.9659     103.66662     34.67923   ...    9.198837     8.735336
     5.323196 ]]"
data\TNI\TNI\wav\arctic_a0353.wav,Here the explosion of mirth drowned him out,"[[-7.10808289e+02  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-7.10808289e+02  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-7.10808289e+02  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-5.81614380e+02  1.09987747e+02  4.62881851e+01 ...  1.42949409e+01
   2.81221175e+00  6.81138992e+00]
 [-5.82515564e+02  1.03125015e+02  3.79050446e+01 ...  2.14557724e+01
   1.27370930e+01  7.76623917e+00]
 [-4.74259399e+02  9.78773651e+01  2.73169670e+01 ...  2.13131738e+00
   5.80286324e-01  2.74633551e+00]]"
data\TNI\TNI\wav\arctic_a0354.wav,Fresh meat they failed to obtain,"[[-6.1882477e+02  1.0905308e+02  6.2178028e+01 ...  5.7776222e+00
   5.7469237e-01  1.5287683e+00]
 [-5.9087836e+02  1.2878545e+02  5.7042358e+01 ...  6.4322548e+00
   5.5940752e+00  2.9775233e+00]
 [-6.1422803e+02  1.0302609e+02  4.4842903e+01 ...  7.8543348e+00
   2.5177994e+00  1.6655926e+00]
 ...
 [-5.9942169e+02  9.6387299e+01  2.5546055e+01 ...  5.0624065e+00
   3.9193149e+00  5.3784814e+00]
 [-5.9323962e+02  1.0659467e+02  3.7859138e+01 ...  1.5845504e+01
   1.4995892e+01  7.7813706e+00]
 [-6.0824286e+02  1.0658424e+02  4.0823044e+01 ...  2.0159615e+01
   1.7945908e+00 -1.0149189e+01]]"
data\TNI\TNI\wav\arctic_a0355.wav,A burst of laughter was his reward,"[[-593.51495    106.83389     28.64307   ...    3.0491405    3.1996925
    13.464894 ]
 [-599.8411     122.69943     56.82724   ...   11.935147    16.645296
     7.0690184]
 [-594.3411     109.26567     40.682983  ...    8.747748     8.928492
    -7.6305366]
 ...
 [-607.1485     109.64844     59.97712   ...   -4.9222307    6.9797735
    13.130333 ]
 [-598.71985    119.69174     50.74819   ...   -4.9698067   10.494256
    18.822533 ]
 [-636.4164      93.63626     40.267273  ...    2.988002     9.268934
     7.821001 ]]"
data\TNI\TNI\wav\arctic_a0356.wav,You don't catch me at any such foolishness,"[[-576.46985     95.65132     31.863523  ...   12.523104    -2.7661378
     5.441125 ]
 [-568.3055      98.96173     26.802376  ...   15.276398     1.7733004
     3.8762488]
 [-564.3074     104.355774    27.648054  ...   12.155738     8.270492
     4.124311 ]
 ...
 [-567.94116    115.55751     39.18221   ...   -9.78022      1.5018439
     4.300424 ]
 [-580.3361     112.73502     51.84953   ...    5.2650642    3.783939
    -5.5320807]
 [-508.86197     91.409164    21.149372  ...    2.8650856   -2.669757
    -4.7630005]]"
data\TNI\TNI\wav\arctic_a0357.wav,A month passed by and Bonanza Creek remained quiet,"[[-7.6378174e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.6378174e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-7.6378174e+02  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-5.9971136e+02  1.2512823e+02  4.1816650e+01 ...  9.2046242e+00
   1.9072563e+01  3.4881001e+00]
 [-6.0748315e+02  1.3055319e+02  5.1111172e+01 ...  4.4322166e+00
   1.1243168e+01  4.5580330e+00]
 [-6.1341797e+02  1.0926738e+02  3.0146963e+01 ... -6.8411213e-01
  -6.0596628e+00 -6.8185740e+00]]"
data\TNI\TNI\wav\arctic_a0358.wav,They continued valiantly to lie but the truth continued to outrun him,"[[-6.27661377e+02  9.38652344e+01  4.31361313e+01 ...  1.06306303e+00
   8.88491249e+00  9.38694572e+00]
 [-5.91360229e+02  1.16173965e+02  4.13006172e+01 ...  6.63970172e-01
  -3.73396516e-01  5.46851873e+00]
 [-5.89827148e+02  1.12870895e+02  4.11075935e+01 ...  1.15994978e+00
   4.21191359e+00  8.83997440e+00]
 ...
 [-5.87046021e+02  1.21184860e+02  4.89517899e+01 ...  4.39021444e+00
   1.27706032e+01  1.31163445e+01]
 [-5.82808472e+02  1.16597664e+02  3.72737350e+01 ... -7.40781498e+00
   1.30386353e+01  2.12558556e+01]
 [-4.73252136e+02  9.64596481e+01  2.46983452e+01 ...  6.91209555e+00
   8.53188229e+00  7.48347712e+00]]"
data\TNI\TNI\wav\arctic_a0359.wav,Earth and gravel seemed to fill the pan,"[[-633.1426      72.426254    40.50257   ...    2.7319236    3.3197234
     1.9964764]
 [-567.2539     114.88664     35.980537  ...    6.0535645    6.0540857
     5.563239 ]
 [-587.9847     114.56376     51.221207  ...    6.090622     7.021736
     7.810503 ]
 ...
 [-598.68604    108.70265     58.832832  ...   -0.8108234    6.744095
     8.5883255]
 [-596.2569     106.23001     49.15574   ...   10.152937    15.149524
    19.47022  ]
 [-574.2456     113.31849     49.017117  ...   -1.9832282    1.7985483
     2.2109156]]"
data\TNI\TNI\wav\arctic_a0360.wav,But he no longer cared quite so much for that form of diversion,"[[-524.9049     114.54457     19.57924   ...    8.22252     10.526207
     2.8932407]
 [-594.38885    125.13016     51.452423  ...   -3.0534816   -4.0594816
    10.823838 ]
 [-594.6416     110.141136    48.229614  ...    0.735367     9.255827
     1.137986 ]
 ...
 [-606.8335     123.0854      41.676727  ...    7.18655      4.9178286
     3.5887537]
 [-589.1542     131.40594     42.684998  ...    3.2203405   -5.673664
    -2.0938468]
 [-476.46054     90.41504     16.900606  ...    5.0075097    1.8455127
     0.8612433]]"
data\TNI\TNI\wav\arctic_a0361.wav,But he did not broach it preferring to mature it carefully,"[[-6.2284503e+02  1.2568053e+02  4.2597198e+01 ...  1.4795358e+01
   7.4634995e+00 -1.9068938e+00]
 [-6.0506207e+02  1.3703008e+02  4.1942352e+01 ...  1.1712138e+01
   8.8455982e+00  1.3274063e+01]
 [-6.0367371e+02  1.4010480e+02  5.1458237e+01 ...  6.1827993e+00
   5.6384568e+00  6.7798123e+00]
 ...
 [-5.9869226e+02  1.1358400e+02  3.4873856e+01 ...  1.2472158e+01
  -4.5293884e+00 -1.5803745e+00]
 [-5.7658032e+02  1.0671159e+02  3.7147484e+01 ...  1.2097523e+01
   7.7743649e+00  3.9306426e+00]
 [-5.7750397e+02  9.9502899e+01  2.7793774e+01 ...  2.8680035e-01
   8.5279188e+00 -4.0029974e+00]]"
data\TNI\TNI\wav\arctic_a0362.wav,Nope not the slightest idea,"[[-718.30707    0.         0.      ...    0.         0.         0.     ]
 [-718.30707    0.         0.      ...    0.         0.         0.     ]
 [-718.30707    0.         0.      ...    0.         0.         0.     ]
 ...
 [-718.30707    0.         0.      ...    0.         0.         0.     ]
 [-718.30707    0.         0.      ...    0.         0.         0.     ]
 [-718.30707    0.         0.      ...    0.         0.         0.     ]]"
data\TNI\TNI\wav\arctic_a0363.wav,It is not an attempt to smash the market,"[[-5.37306763e+02  9.81260834e+01 -3.56867027e+00 ...  7.83522463e+00
   5.64471340e+00  6.79875016e-02]
 [-5.51144470e+02  1.00183517e+02  2.00392342e+01 ...  1.27562370e+01
  -3.54343319e+00 -7.09188366e+00]
 [-5.56616028e+02  1.02290154e+02  8.99128437e+00 ...  1.10540962e+01
   3.05813265e+00  6.02248526e+00]
 ...
 [-6.12542480e+02  1.13699814e+02  4.66173592e+01 ... -4.39877605e+00
   6.09851837e+00  1.09672661e+01]
 [-6.06136047e+02  1.13483185e+02  4.39564285e+01 ... -6.68814182e+00
  -1.01202240e+01  1.16002440e+00]
 [-4.77007477e+02  9.46066437e+01  2.44518738e+01 ...  1.71659246e-01
  -1.49190116e+00 -8.89450431e-01]]"
